               MD5                                                  Url
42eec8870d912207b3156a77c723cb38     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc6.flv
9c5754b2389441f63be4492a258972fc     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc5.flv
47597802a0289e8573aed5e81199baa3     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc4.flv
5177e6f965c1ae74bc06c89c98948ac9     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc3.flv
3dd2ff6aca841949b602023aca4b9e9d     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc2.flv
adeb00d31e460abbb6b19630790376cd     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wxc/video/2014013_wxc1.flv
e3f1f19eddb7dd7f301f86aae51e5099     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wrm/video/2014013_wrm5.flv
e2d3d605c47c4bae2b77cbac114f6c56     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wrm/video/2014013_wrm4.flv
2caf54a76526deec634e45c39574bd8f     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wrm/video/2014013_wrm3.flv
75f9868f11583ef0f1789567c567fc5b     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wrm/video/2014013_wrm2.flv
4d3e7effa5e2fc66e7a55065fa882c76     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_wrm/video/2014013_wrm1.flv
2b8616b0e7fa44217f7b925f2c135b9c     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_tlq/video/2014013_tlq4.flv
20cf8e9a4bd9b911e6b06a6338eb99c1     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_tlq/video/2014013_tlq3.flv
a1379b5a3b34e3d435fa3321e6e85825     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_tlq/video/2014013_tlq2.flv
817c4dcb2d848c25329cc4dfabcb9041     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_tlq/video/2014013_tlq1.flv
1e36a9c74148e187e3e1c92b7f540993     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda/video/2014013_sda5.flv
eb4564ab591a3d07c5c3d82144b988fa     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda/video/2014013_sda4.flv
e393b978bee61eb364c16d43e98718eb     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda/video/2014013_sda3.flv
8159098eb81c01b3e41370714b638e10     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda/video/2014013_sda2.flv
a9ebd96a16e95e13e2af6158ea9ee2f3     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda/video/2014013_sda1.flv
fe6a8c621bdd562cd988632f47999f6b     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda18.flv
939cba340e53a70feb4d91fe8792366b     http://v.teacherclub.com.cn/course/cf/xk/xxyw/2014013_sda1/video/2014013_sda17.flv
